frame,track_id,centroid_x_m,centroid_y_m,bottom_x_m,bottom_y_m,delta_x,delta_y,alt_cx_m,alt_cy_m,delta_alt_x,delta_alt_y
436,1,1.855,6.041,2.311,6.304,-0.0,-0.0,1.941,6.09,0.01,0.009
437,2,1.831,6.026,2.315,6.365,0.003,0.003,1.791,5.996,0.034,0.029
437,4,1.085,6.042,1.506,6.284,0.002,0.001,1.06,6.031,-0.019,-0.012
437,1,1.86,6.045,2.306,6.301,0.005,0.004,1.91,6.066,-0.031,-0.024
438,2,1.829,6.025,2.323,6.364,-0.002,-0.001,1.774,5.98,-0.018,-0.016
438,4,1.089,6.044,1.506,6.284,0.003,0.002,1.062,6.03,0.002,-0.001
438,1,1.858,6.044,2.306,6.301,-0.002,-0.001,1.932,6.086,0.022,0.019
439,2,1.819,6.017,2.311,6.362,-0.01,-0.007,1.791,5.991,0.017,0.011
439,4,1.081,6.038,1.5,6.28,-0.007,-0.007,0.988,5.983,-0.074,-0.047
439,1,1.843,6.035,2.302,6.297,-0.015,-0.009,1.924,6.078,-0.008,-0.008
440,2,1.823,6.02,2.321,6.366,0.004,0.003,1.745,5.959,-0.046,-0.033
440,4,1.082,6.038,1.5,6.28,0.0,-0.0,0.992,5.986,0.004,0.004
440,1,1.841,6.034,2.302,6.297,-0.001,-0.001,1.909,6.069,-0.015,-0.009
441,2,1.823,6.021,2.317,6.363,0.0,0.0,1.795,5.998,0.051,0.04
441,4,1.084,6.039,1.5,6.28,0.002,0.002,0.997,5.987,0.005,0.001
441,1,1.836,6.03,2.291,6.293,-0.005,-0.003,1.926,6.082,0.017,0.013
442,1,1.822,6.019,2.311,6.362,-0.014,-0.011,1.752,5.966,-0.175,-0.116
442,4,1.089,6.046,1.5,6.28,0.005,0.007,1.023,6.006,0.026,0.019
443,1,1.822,6.019,2.317,6.363,-0.0,-0.0,1.752,5.965,-0.0,-0.001
443,4,1.082,6.039,1.494,6.276,-0.007,-0.007,1.077,6.04,0.053,0.034
444,2,1.832,6.028,2.323,6.364,0.009,0.007,1.798,5.999,0.003,0.001
444,4,1.082,6.04,1.5,6.28,-0.0,0.001,1.097,6.054,0.021,0.014
444,1,1.854,6.041,2.3,6.3,0.032,0.022,1.909,6.062,0.158,0.098
445,2,1.816,6.015,2.302,6.355,-0.016,-0.013,1.761,5.972,-0.037,-0.028
445,4,1.087,6.043,1.504,6.275,0.005,0.004,1.071,6.033,-0.027,-0.021
445,1,1.846,6.035,2.308,6.299,-0.008,-0.006,1.946,6.089,0.037,0.026
446,2,1.817,6.015,2.3,6.357,0.0,-0.0,1.76,5.972,-0.0,0.0
446,4,1.088,6.045,1.504,6.275,0.002,0.002,1.072,6.035,0.001,0.002
446,1,1.839,6.031,2.298,6.294,-0.007,-0.004,1.933,6.087,-0.013,-0.002
447,2,1.819,6.017,2.306,6.358,0.002,0.002,1.76,5.971,0.0,-0.001
447,4,1.084,6.043,1.502,6.278,-0.004,-0.003,1.061,6.03,-0.011,-0.004
447,1,1.85,6.037,2.308,6.299,0.01,0.006,1.947,6.093,0.014,0.006
448,2,1.821,6.018,2.305,6.36,0.002,0.001,1.757,5.969,-0.003,-0.003
448,4,1.086,6.044,1.481,6.269,0.002,0.002,1.081,6.042,0.02,0.012
448,1,1.856,6.041,2.311,6.304,0.007,0.004,1.919,6.072,-0.028,-0.021
449,2,1.817,6.015,2.306,6.358,-0.004,-0.002,1.745,5.961,-0.012,-0.008
449,4,1.084,6.043,1.481,6.269,-0.002,-0.001,1.075,6.04,-0.006,-0.002
449,1,1.849,6.038,2.306,6.301,-0.008,-0.003,1.941,6.089,0.022,0.017
450,2,1.82,6.018,2.313,6.36,0.003,0.003,1.75,5.96,0.005,-0.001
450,4,1.082,6.041,1.48,6.271,-0.002,-0.002,1.085,6.047,0.01,0.007
450,1,1.846,6.037,2.302,6.297,-0.003,-0.002,1.933,6.083,-0.008,-0.006
451,2,1.822,6.019,2.311,6.362,0.001,0.001,1.748,5.963,-0.002,0.003
451,4,1.084,6.042,1.478,6.273,0.001,0.0,1.073,6.039,-0.011,-0.008
451,1,1.854,6.041,2.306,6.301,0.008,0.004,1.898,6.056,-0.034,-0.027
452,4,1.068,6.027,1.506,6.284,-0.016,-0.014,0.948,5.958,-0.125,-0.081
452,2,1.839,6.03,2.311,6.362,0.017,0.01,1.869,6.054,0.121,0.091
452,1,1.879,6.056,2.309,6.306,0.025,0.015,1.948,6.092,0.05,0.036
453,2,1.832,6.025,2.321,6.366,-0.006,-0.005,1.789,5.992,-0.081,-0.062
453,4,1.065,6.025,1.506,6.284,-0.003,-0.002,0.94,5.952,-0.008,-0.006
453,1,1.866,6.047,2.305,6.303,-0.013,-0.009,1.927,6.079,-0.021,-0.013
454,2,1.843,6.034,2.325,6.362,0.011,0.01,1.801,6.002,0.012,0.01
454,4,1.074,6.033,1.506,6.284,0.009,0.008,1.076,6.04,0.136,0.088
454,1,1.865,6.049,2.298,6.302,-0.001,0.001,1.924,6.078,-0.003,-0.001
455,1,1.832,6.026,2.309,6.364,-0.033,-0.023,1.775,5.985,-0.148,-0.094
455,4,1.077,6.035,1.506,6.284,0.003,0.003,0.938,5.953,-0.138,-0.087
455,2,1.861,6.045,2.292,6.3,0.018,0.011,1.935,6.088,0.134,0.086
456,1,1.828,6.023,2.315,6.365,-0.004,-0.003,1.791,5.994,0.015,0.009
456,4,1.072,6.032,1.506,6.284,-0.006,-0.003,1.072,6.038,0.134,0.085
456,2,1.853,6.04,2.28,6.313,-0.008,-0.006,1.869,6.043,-0.066,-0.045
457,1,1.819,6.016,2.321,6.366,-0.009,-0.007,1.769,5.977,-0.022,-0.016
457,4,1.081,6.041,1.508,6.282,0.01,0.009,1.036,6.015,-0.036,-0.023
457,2,1.841,6.031,2.298,6.294,-0.012,-0.009,1.92,6.076,0.051,0.033
458,4,1.085,6.042,1.506,6.284,0.003,0.001,1.01,5.999,-0.027,-0.016
458,1,1.815,6.013,2.311,6.362,-0.004,-0.003,1.738,5.955,-0.031,-0.022
458,2,1.836,6.029,2.298,6.294,-0.005,-0.002,1.918,6.072,-0.003,-0.004
459,1,1.813,6.012,2.305,6.36,-0.002,-0.001,1.756,5.968,0.018,0.013
459,4,1.084,6.04,1.506,6.284,-0.001,-0.002,0.984,5.983,-0.025,-0.016
459,2,1.832,6.026,2.253,6.266,-0.005,-0.003,1.906,6.068,-0.012,-0.004
460,1,1.816,6.014,2.309,6.364,0.003,0.002,1.752,5.967,-0.004,-0.001
460,4,1.082,6.039,1.5,6.28,-0.002,-0.001,0.979,5.978,-0.005,-0.004
460,2,1.834,6.026,2.293,6.29,0.002,0.001,1.929,6.085,0.023,0.016
461,1,1.822,6.019,2.313,6.367,0.007,0.005,1.76,5.972,0.008,0.006
461,4,1.088,6.044,1.506,6.284,0.006,0.005,1.097,6.053,0.118,0.075
461,2,1.839,6.031,2.289,6.287,0.005,0.005,1.933,6.087,0.004,0.002
462,1,1.824,6.02,2.32,6.368,0.001,0.001,1.766,5.976,0.007,0.003
462,4,1.085,6.041,1.506,6.284,-0.003,-0.003,0.994,5.989,-0.102,-0.064
463,1,1.816,6.015,2.315,6.365,-0.007,-0.005,1.762,5.972,-0.005,-0.004
463,4,1.086,6.043,1.508,6.282,0.001,0.002,1.01,5.999,0.016,0.009
463,2,1.838,6.031,2.262,6.266,-0.001,-0.0,1.933,6.084,-0.0,-0.002
464,1,1.813,6.013,2.307,6.366,-0.003,-0.003,1.754,5.966,-0.008,-0.006
464,4,1.082,6.04,1.498,6.283,-0.005,-0.003,1.031,6.011,0.02,0.012
464,2,1.827,6.023,2.252,6.259,-0.011,-0.007,1.932,6.084,-0.002,-0.0
465,1,1.817,6.016,2.313,6.367,0.004,0.003,1.758,5.971,0.004,0.005
465,4,1.087,6.041,1.506,6.284,0.005,0.002,0.955,5.963,-0.075,-0.048
465,2,1.829,6.024,2.237,6.276,0.001,0.001,1.918,6.078,-0.014,-0.006
466,1,1.812,6.013,2.313,6.367,-0.005,-0.003,1.775,5.985,0.017,0.014
466,4,1.092,6.043,1.51,6.279,0.005,0.002,0.993,5.984,0.038,0.02
466,2,1.815,6.015,2.291,6.293,-0.014,-0.009,1.918,6.072,0.0,-0.005
467,1,1.814,6.015,2.313,6.367,0.002,0.002,1.773,5.982,-0.002,-0.003
467,4,1.082,6.039,1.5,6.28,-0.01,-0.004,1.032,6.013,0.039,0.029
467,2,1.824,6.021,2.248,6.263,0.009,0.006,1.915,6.072,-0.004,-0.001
468,1,1.81,6.011,2.309,6.364,-0.004,-0.004,1.789,5.994,0.016,0.012
468,4,1.083,6.038,1.506,6.284,0.001,-0.001,1.065,6.03,0.033,0.018
468,2,1.822,6.02,2.25,6.261,-0.002,-0.002,1.916,6.074,0.002,0.002
469,1,1.813,6.014,2.298,6.359,0.003,0.003,1.783,5.991,-0.006,-0.004
469,4,1.09,6.042,1.506,6.284,0.007,0.004,0.979,5.975,-0.086,-0.055
469,2,1.818,6.017,2.228,6.277,-0.003,-0.002,1.904,6.072,-0.012,-0.003
470,1,1.81,6.011,2.3,6.357,-0.003,-0.003,1.788,5.993,0.005,0.002
470,4,1.088,6.042,1.486,6.275,-0.002,0.0,1.081,6.044,0.103,0.068
470,2,1.811,6.013,2.219,6.27,-0.008,-0.005,1.904,6.076,0.0,0.004
471,1,1.816,6.015,2.305,6.36,0.006,0.004,1.762,5.974,-0.027,-0.018
471,4,1.088,6.043,1.486,6.275,0.001,0.001,1.079,6.042,-0.002,-0.001
471,2,1.826,6.023,2.224,6.273,0.015,0.01,1.915,6.079,0.011,0.003
472,1,1.822,6.02,2.317,6.363,0.006,0.005,1.785,5.985,0.024,0.011
472,4,1.096,6.049,1.488,6.272,0.007,0.005,1.094,6.05,0.015,0.008
473,1,1.821,6.018,2.305,6.36,-0.001,-0.002,1.784,5.991,-0.001,0.006
473,4,1.094,6.047,1.508,6.282,-0.002,-0.001,1.011,5.997,-0.083,-0.053
473,2,1.831,6.025,2.233,6.28,0.005,0.002,1.91,6.078,-0.005,-0.001
474,1,1.825,6.022,2.313,6.36,0.004,0.003,1.793,5.995,0.008,0.004
474,4,1.096,6.048,1.508,6.282,0.002,0.001,1.003,5.992,-0.008,-0.005
474,2,1.832,6.026,2.248,6.263,0.001,0.001,1.911,6.07,0.001,-0.008
475,1,1.826,6.022,2.309,6.364,0.001,0.001,1.778,5.984,-0.015,-0.011
475,4,1.099,6.051,1.492,6.279,0.003,0.003,1.068,6.034,0.065,0.042
475,2,1.836,6.029,2.253,6.266,0.003,0.003,1.91,6.07,-0.001,0.0
476,1,1.831,6.026,2.3,6.357,0.005,0.004,1.78,5.988,0.003,0.004
476,4,1.097,6.051,1.5,6.28,-0.002,-0.001,1.042,6.018,-0.026,-0.016
476,2,1.836,6.029,2.253,6.266,-0.0,-0.0,1.905,6.066,-0.004,-0.004
477,1,1.826,6.023,2.305,6.36,-0.005,-0.003,1.774,5.983,-0.006,-0.005
477,4,1.088,6.045,1.5,6.28,-0.009,-0.005,1.06,6.031,0.018,0.012
477,2,1.833,6.028,2.229,6.285,-0.003,-0.001,1.901,6.071,-0.004,0.004
478,1,1.828,6.025,2.305,6.36,0.002,0.001,1.779,5.987,0.005,0.004
478,4,1.086,6.043,1.506,6.284,-0.003,-0.002,1.079,6.042,0.019,0.011
478,2,1.833,6.029,2.222,6.283,-0.0,0.001,1.918,6.089,0.017,0.018
479,1,1.821,6.02,2.305,6.36,-0.006,-0.004,1.769,5.98,-0.01,-0.007
479,4,1.092,6.047,1.5,6.28,0.006,0.004,1.054,6.027,-0.024,-0.015
479,2,1.826,6.025,2.222,6.283,-0.007,-0.004,1.904,6.077,-0.015,-0.012
480,1,1.829,6.025,2.313,6.36,0.007,0.005,1.773,5.982,0.003,0.002
480,4,1.091,6.047,1.5,6.28,-0.001,-0.0,1.055,6.025,0.0,-0.002
480,2,1.848,6.038,2.294,6.298,0.022,0.014,1.913,6.072,0.01,-0.004
481,1,1.827,6.022,2.309,6.364,-0.001,-0.003,1.764,5.974,-0.009,-0.008
481,4,1.091,6.048,1.5,6.28,0.0,0.0,1.09,6.05,0.036,0.024
481,2,1.842,6.033,2.289,6.295,-0.006,-0.006,1.925,6.078,0.012,0.006
482,1,1.825,6.022,2.309,6.364,-0.002,-0.001,1.8,6.001,0.037,0.027
482,4,1.086,6.045,1.5,6.28,-0.005,-0.003,1.082,6.045,-0.008,-0.005
482,2,1.833,6.028,2.248,6.263,-0.009,-0.004,1.923,6.082,-0.002,0.004
483,1,1.828,6.023,2.309,6.364,0.003,0.002,1.794,5.998,-0.007,-0.003
483,4,1.091,6.047,1.506,6.284,0.005,0.003,1.069,6.036,-0.013,-0.008
483,2,1.837,6.03,2.271,6.306,0.004,0.001,1.907,6.071,-0.016,-0.011
484,1,1.823,6.02,2.309,6.364,-0.004,-0.003,1.766,5.974,-0.028,-0.024
484,4,1.095,6.05,1.506,6.284,0.003,0.003,1.119,6.067,0.05,0.031
484,2,1.833,6.027,2.287,6.289,-0.004,-0.003,1.923,6.079,0.016,0.008
485,1,1.828,6.025,2.317,6.363,0.005,0.006,1.791,5.996,0.026,0.022
485,4,1.097,6.051,1.506,6.284,0.003,0.001,1.072,6.037,-0.047,-0.03
485,2,1.839,6.032,2.285,6.291,0.006,0.005,1.911,6.069,-0.012,-0.01
486,1,1.823,6.02,2.307,6.366,-0.006,-0.006,1.748,5.965,-0.044,-0.032
486,4,1.09,6.047,1.5,6.28,-0.007,-0.004,1.063,6.033,-0.009,-0.004
486,2,1.846,6.037,2.296,6.296,0.007,0.004,1.875,6.044,-0.037,-0.025
487,1,1.833,6.028,2.323,6.364,0.01,0.008,1.796,5.997,0.048,0.032
487,4,1.092,6.047,1.5,6.28,0.001,0.0,1.027,6.009,-0.036,-0.024
487,2,1.864,6.047,2.311,6.304,0.018,0.01,1.922,6.076,0.047,0.032
488,1,1.836,6.031,2.328,6.367,0.004,0.003,1.791,5.995,-0.005,-0.001
488,4,1.093,6.049,1.494,6.276,0.001,0.002,1.063,6.03,0.036,0.022
488,2,1.857,6.043,2.3,6.3,-0.008,-0.004,1.914,6.066,-0.008,-0.01
489,1,1.832,6.027,2.318,6.37,-0.004,-0.004,1.8,6.002,0.009,0.007
489,4,1.091,6.047,1.488,6.272,-0.002,-0.002,1.085,6.045,0.022,0.015
489,2,1.854,6.043,2.3,6.3,-0.002,-0.0,1.919,6.076,0.005,0.01
490,1,1.836,6.03,2.321,6.366,0.004,0.003,1.806,6.007,0.007,0.004
490,4,1.096,6.051,1.48,6.271,0.005,0.003,1.079,6.043,-0.005,-0.002
490,2,1.86,6.046,2.3,6.3,0.005,0.003,1.903,6.063,-0.016,-0.013
491,1,1.833,6.027,2.32,6.368,-0.003,-0.003,1.758,5.969,-0.048,-0.038
491,4,1.1,6.052,1.494,6.276,0.004,0.001,1.063,6.031,-0.016,-0.012
491,2,1.862,6.047,2.311,6.304,0.003,0.001,1.93,6.08,0.027,0.017
492,1,1.836,6.029,2.32,6.368,0.003,0.002,1.787,5.993,0.029,0.025
492,4,1.099,6.051,1.508,6.282,-0.001,-0.001,1.07,6.034,0.007,0.004
492,2,1.867,6.05,2.305,6.303,0.005,0.003,1.946,6.095,0.016,0.015
493,1,1.831,6.027,2.323,6.364,-0.005,-0.002,1.802,6.003,0.015,0.01
493,4,1.101,6.048,1.512,6.277,0.002,-0.002,0.973,5.972,-0.097,-0.062
493,2,1.845,6.035,2.291,6.293,-0.022,-0.015,1.922,6.072,-0.024,-0.023
494,1,1.823,6.02,2.311,6.369,-0.008,-0.007,1.756,5.971,-0.046,-0.033
494,4,1.104,6.053,1.51,6.279,0.003,0.005,1.081,6.04,0.107,0.068
494,2,1.845,6.036,2.287,6.289,0.0,0.001,1.907,6.066,-0.015,-0.006
495,1,1.832,6.028,2.318,6.37,0.009,0.008,1.793,5.998,0.037,0.028
495,4,1.103,6.052,1.51,6.279,-0.001,-0.001,1.094,6.049,0.013,0.009
495,2,1.84,6.032,2.223,6.309,-0.005,-0.005,1.916,6.091,0.009,0.025
496,1,1.828,6.024,2.318,6.37,-0.004,-0.004,1.758,5.971,-0.035,-0.027
496,4,1.099,6.05,1.488,6.272,-0.003,-0.002,1.08,6.041,-0.014,-0.008
496,2,1.837,6.03,2.232,6.29,-0.004,-0.002,1.901,6.069,-0.015,-0.022
497,1,1.835,6.029,2.322,6.374,0.007,0.005,1.761,5.973,0.003,0.002
497,4,1.1,6.052,1.48,6.271,0.0,0.002,1.098,6.054,0.018,0.013
497,2,1.838,6.032,2.273,6.304,0.002,0.002,1.925,6.083,0.024,0.013
498,1,1.83,6.025,2.318,6.37,-0.005,-0.004,1.76,5.971,-0.001,-0.002
498,4,1.093,6.046,1.5,6.28,-0.007,-0.006,0.994,5.989,-0.104,-0.065
499,1,1.83,6.025,2.322,6.374,0.0,0.0,1.769,5.978,0.009,0.006
499,4,1.096,6.05,1.488,6.272,0.003,0.003,1.107,6.059,0.113,0.07
500,1,1.825,6.021,2.322,6.374,-0.005,-0.004,1.765,5.976,-0.004,-0.002
500,4,1.095,6.05,1.506,6.284,-0.0,0.0,1.075,6.041,-0.032,-0.018
500,2,1.832,6.027,2.216,6.308,-0.007,-0.005,1.91,6.087,-0.016,0.004
501,1,1.833,6.027,2.33,6.373,0.009,0.006,1.766,5.976,0.001,-0.0
501,4,1.091,6.047,1.506,6.284,-0.004,-0.003,1.072,6.037,-0.003,-0.004
501,2,1.846,6.036,2.289,6.295,0.014,0.009,1.918,6.074,0.008,-0.013
502,1,1.84,6.032,2.326,6.37,0.006,0.005,1.759,5.966,-0.007,-0.01
502,4,1.09,6.043,1.492,6.279,-0.001,-0.004,0.986,5.983,-0.086,-0.055
502,2,1.868,6.049,2.313,6.31,0.022,0.013,1.954,6.098,0.036,0.024
503,1,1.841,6.033,2.326,6.37,0.001,0.002,1.773,5.983,0.015,0.017
503,4,1.091,6.041,1.492,6.279,0.001,-0.001,1.067,6.031,0.082,0.048
503,2,1.872,6.052,2.324,6.307,0.004,0.003,1.957,6.098,0.003,-0.0
504,1,1.832,6.027,2.323,6.364,-0.009,-0.006,1.787,5.99,0.013,0.007
504,4,1.092,6.043,1.5,6.28,0.001,0.001,0.968,5.969,-0.099,-0.062
504,2,1.857,6.043,2.319,6.304,-0.014,-0.009,1.92,6.073,-0.037,-0.025
505,1,1.83,6.025,2.317,6.363,-0.002,-0.002,1.789,5.995,0.002,0.005
505,4,1.085,6.041,1.5,6.28,-0.007,-0.002,1.029,6.011,0.06,0.042
505,2,1.864,6.045,2.309,6.306,0.006,0.002,1.95,6.093,0.03,0.02
506,1,1.836,6.029,2.32,6.368,0.007,0.004,1.764,5.976,-0.025,-0.018
506,4,1.088,6.043,1.494,6.276,0.003,0.002,1.041,6.018,0.012,0.007
506,2,1.877,6.053,2.315,6.308,0.013,0.008,1.934,6.075,-0.015,-0.018
507,1,1.838,6.031,2.326,6.37,0.002,0.002,1.781,5.988,0.017,0.012
507,4,1.092,6.046,1.508,6.282,0.003,0.003,1.025,6.008,-0.016,-0.01
507,2,1.878,6.055,2.315,6.308,0.001,0.002,1.95,6.094,0.015,0.019
508,1,1.833,6.028,2.321,6.366,-0.005,-0.004,1.761,5.973,-0.021,-0.015
508,4,1.093,6.046,1.512,6.277,0.001,0.001,1.067,6.031,0.041,0.023
508,2,1.878,6.055,2.307,6.309,0.0,-0.0,1.94,6.088,-0.009,-0.006
509,1,1.838,6.032,2.321,6.366,0.005,0.004,1.783,5.991,0.022,0.017
509,4,1.082,6.042,1.51,6.279,-0.01,-0.005,1.068,6.034,0.002,0.003
509,2,1.881,6.056,2.315,6.308,0.003,0.002,1.946,6.09,0.005,0.002
510,1,1.841,6.033,2.32,6.368,0.003,0.001,1.774,5.983,-0.009,-0.007
510,4,1.088,6.045,1.51,6.279,0.006,0.003,1.047,6.02,-0.021,-0.014
510,2,1.882,6.057,2.313,6.31,0.001,0.001,1.949,6.093,0.004,0.003
511,1,1.848,6.038,2.332,6.371,0.007,0.004,1.796,5.997,0.022,0.014
511,4,1.09,6.046,1.48,6.271,0.002,0.002,1.085,6.048,0.038,0.027
511,2,1.887,6.061,2.315,6.308,0.005,0.004,1.953,6.096,0.003,0.003
512,1,1.838,6.03,2.328,6.367,-0.009,-0.007,1.786,5.99,-0.01,-0.007
512,4,1.094,6.048,1.488,6.272,0.003,0.002,1.084,6.045,-0.0,-0.003
512,2,1.884,6.057,2.328,6.31,-0.003,-0.004,1.921,6.068,-0.032,-0.027
513,1,1.841,6.031,2.326,6.37,0.003,0.001,1.766,5.976,-0.019,-0.014
513,4,1.093,6.048,1.508,6.282,-0.001,-0.0,1.083,6.043,-0.001,-0.002
513,2,1.894,6.061,2.393,6.329,0.01,0.004,1.939,6.072,0.018,0.004
514,1,1.837,6.028,2.328,6.367,-0.004,-0.003,1.756,5.966,-0.01,-0.01
514,4,1.094,6.049,1.506,6.284,0.001,0.001,1.067,6.035,-0.016,-0.008
514,2,1.871,6.048,2.319,6.304,-0.023,-0.013,1.954,6.092,0.015,0.02
515,1,1.83,6.024,2.332,6.371,-0.006,-0.004,1.762,5.97,0.006,0.003
515,4,1.092,6.049,1.488,6.272,-0.001,-0.0,1.055,6.027,-0.012,-0.008
515,2,1.862,6.044,2.309,6.306,-0.009,-0.005,1.94,6.088,-0.014,-0.004
516,4,1.095,6.05,1.5,6.28,0.003,0.001,1.061,6.031,0.006,0.004
516,1,1.834,6.027,2.321,6.366,0.004,0.003,1.761,5.971,-0.001,0.001
516,2,1.861,6.042,2.341,6.313,-0.001,-0.001,1.947,6.086,0.007,-0.001
517,1,1.83,6.026,2.324,6.372,-0.004,-0.001,1.772,5.982,0.011,0.011
517,4,1.1,6.053,1.51,6.279,0.005,0.003,1.068,6.033,0.007,0.003
517,2,1.839,6.031,2.308,6.299,-0.022,-0.012,1.875,6.039,-0.072,-0.047
518,1,1.822,6.019,2.321,6.366,-0.008,-0.006,1.766,5.978,-0.006,-0.004
518,4,1.101,6.053,1.51,6.279,0.001,0.0,1.058,6.026,-0.01,-0.007
518,2,1.833,6.025,2.302,6.297,-0.006,-0.005,1.932,6.086,0.057,0.047
519,1,1.83,6.025,2.32,6.368,0.008,0.006,1.775,5.986,0.009,0.008
519,4,1.109,6.058,1.508,6.282,0.008,0.005,1.066,6.031,0.008,0.005
519,2,1.853,6.039,2.306,6.301,0.021,0.013,1.9,6.051,-0.032,-0.035
520,4,1.105,6.056,1.506,6.284,-0.004,-0.003,1.045,6.02,-0.021,-0.011
520,1,1.823,6.02,2.315,6.365,-0.007,-0.005,1.781,5.989,0.006,0.003
520,2,1.837,6.029,2.298,6.294,-0.017,-0.01,1.918,6.074,0.018,0.023
521,4,1.099,6.051,1.506,6.284,-0.006,-0.004,1.03,6.012,-0.015,-0.008
521,1,1.821,6.019,2.321,6.366,-0.001,-0.002,1.763,5.973,-0.018,-0.015
521,2,1.857,6.04,2.305,6.303,0.02,0.011,1.937,6.083,0.019,0.009
522,4,1.096,6.049,1.506,6.284,-0.002,-0.002,1.031,6.012,0.001,0.0
522,1,1.832,6.026,2.324,6.372,0.011,0.007,1.772,5.981,0.009,0.008
522,2,1.862,6.044,2.305,6.303,0.006,0.004,1.927,6.075,-0.01,-0.008
523,1,1.836,6.029,2.324,6.372,0.004,0.003,1.776,5.984,0.003,0.003
523,4,1.091,6.045,1.506,6.284,-0.005,-0.004,0.985,5.98,-0.045,-0.032
523,2,1.875,6.052,2.309,6.306,0.013,0.008,1.92,6.069,-0.007,-0.006
524,1,1.835,6.029,2.323,6.364,-0.001,0.0,1.806,6.005,0.03,0.022
524,4,1.1,6.051,1.486,6.275,0.009,0.006,1.044,6.021,0.059,0.041
524,2,1.852,6.038,2.3,6.3,-0.023,-0.014,1.926,6.077,0.006,0.008
525,1,1.823,6.02,2.315,6.365,-0.012,-0.009,1.768,5.979,-0.038,-0.027
525,4,1.101,6.052,1.488,6.272,0.001,0.001,1.067,6.035,0.023,0.014
525,2,1.853,6.038,2.3,6.3,0.0,0.0,1.934,6.08,0.009,0.003
526,1,1.819,6.018,2.321,6.366,-0.004,-0.003,1.767,5.977,-0.001,-0.002
526,4,1.106,6.053,1.506,6.284,0.005,0.0,1.014,5.997,-0.054,-0.038
526,2,1.846,6.035,2.294,6.298,-0.007,-0.003,1.883,6.048,-0.052,-0.032
527,1,1.826,6.023,2.321,6.366,0.006,0.005,1.763,5.975,-0.004,-0.001
527,4,1.108,6.055,1.5,6.28,0.002,0.002,0.997,5.989,-0.017,-0.008
527,2,1.848,6.038,2.296,6.296,0.003,0.003,1.888,6.052,0.005,0.004
528,1,1.83,6.025,2.321,6.366,0.004,0.002,1.782,5.986,0.02,0.011
528,4,1.104,6.054,1.5,6.28,-0.004,-0.001,0.994,5.989,-0.003,0.0
528,2,1.855,6.043,2.274,6.312,0.006,0.004,1.906,6.07,0.018,0.018
529,1,1.842,6.033,2.324,6.372,0.013,0.008,1.771,5.98,-0.011,-0.007
529,4,1.098,6.052,1.51,6.279,-0.006,-0.002,1.059,6.028,0.065,0.039
529,2,1.867,6.049,2.298,6.302,0.012,0.007,1.962,6.103,0.056,0.034
530,1,1.835,6.028,2.318,6.37,-0.007,-0.005,1.765,5.973,-0.007,-0.006
530,4,1.1,6.052,1.492,6.279,0.002,-0.0,0.997,5.99,-0.062,-0.037
530,2,1.856,6.044,2.276,6.31,-0.011,-0.006,1.917,6.082,-0.044,-0.021
531,1,1.826,6.023,2.302,6.355,-0.009,-0.004,1.802,6.003,0.038,0.03
531,4,1.095,6.048,1.498,6.283,-0.005,-0.003,1.041,6.018,0.044,0.028
531,2,1.836,6.03,2.289,6.295,-0.02,-0.013,1.92,6.077,0.003,-0.005
532,1,1.842,6.034,2.324,6.372,0.016,0.01,1.798,6.001,-0.004,-0.002
532,4,1.097,6.05,1.5,6.28,0.003,0.002,1.03,6.01,-0.011,-0.008
532,2,1.863,6.048,2.292,6.3,0.028,0.018,1.945,6.095,0.025,0.018
533,1,1.84,6.034,2.332,6.371,-0.002,0.001,1.808,6.008,0.01,0.007
533,4,1.104,6.052,1.506,6.284,0.006,0.002,1.004,5.994,-0.026,-0.016
533,2,1.85,6.042,2.281,6.295,-0.013,-0.006,1.933,6.09,-0.012,-0.005
534,1,1.843,6.035,2.344,6.373,0.003,0.001,1.774,5.978,-0.034,-0.03
534,4,1.104,6.052,1.508,6.282,0.0,-0.0,1.007,5.994,0.003,0.0
534,2,1.867,6.051,2.298,6.302,0.017,0.009,1.961,6.107,0.028,0.017
535,1,1.841,6.035,2.315,6.365,-0.003,-0.0,1.782,5.992,0.009,0.014
535,4,1.094,6.049,1.5,6.28,-0.01,-0.003,1.022,6.007,0.015,0.012
535,2,1.859,6.047,2.292,6.3,-0.009,-0.004,1.939,6.093,-0.022,-0.014
536,1,1.837,6.033,2.328,6.367,-0.003,-0.002,1.79,5.996,0.008,0.004
536,4,1.091,6.046,1.494,6.276,-0.003,-0.003,1.022,6.007,0.0,0.0
536,2,1.863,6.048,2.298,6.302,0.004,0.002,1.939,6.088,0.0,-0.005
537,1,1.841,6.034,2.328,6.367,0.003,0.001,1.8,6.002,0.01,0.007
537,4,1.09,6.043,1.51,6.279,-0.001,-0.002,0.987,5.982,-0.035,-0.025
537,2,1.878,6.057,2.296,6.304,0.015,0.008,1.94,6.09,0.0,0.002
538,1,1.835,6.029,2.33,6.373,-0.006,-0.005,1.773,5.977,-0.027,-0.026
538,4,1.102,6.052,1.516,6.283,0.012,0.009,1.02,6.004,0.033,0.021
538,2,1.862,6.047,2.29,6.302,-0.016,-0.009,1.916,6.077,-0.024,-0.014
539,1,1.842,6.034,2.334,6.376,0.008,0.006,1.761,5.973,-0.012,-0.004
