frame,track_id,centroid_x_m,centroid_y_m,bottom_x_m,bottom_y_m,delta_x,delta_y,alt_cx_m,alt_cy_m,delta_alt_x,delta_alt_y
447,1,-14.655,-27.655,-5.33,-13.727,0.167,0.214,-44.898,-71.838,0.129,0.112
447,5,-11.507,-21.772,-3.511,-10.07,-0.114,-0.157,-53.053,-81.083,-9.063,-12.981
448,1,-14.33,-27.206,-5.33,-13.727,0.326,0.449,-44.834,-71.783,0.064,0.055
448,5,-11.516,-21.789,-3.394,-9.998,-0.01,-0.018,-51.239,-78.566,1.814,2.517
449,1,-14.122,-26.911,-5.34,-13.718,0.208,0.294,-38.827,-63.46,6.007,8.324
449,5,-11.453,-21.708,-3.411,-9.98,0.063,0.082,-53.059,-81.1,-1.819,-2.534
450,1,-14.089,-26.87,-5.33,-13.727,0.033,0.041,-38.413,-62.628,0.414,0.831
450,5,-11.4,-21.633,-3.428,-9.962,0.053,0.075,-51.596,-78.995,1.463,2.106
451,1,-14.122,-26.919,-5.33,-13.727,-0.034,-0.049,-37.491,-61.271,0.921,1.357
451,4,-11.483,-21.748,-3.428,-9.962,0.023,0.033,-52.516,-80.24,14.184,20.409
452,1,-14.311,-27.189,-5.33,-13.727,-0.189,-0.27,-43.771,-70.149,-6.28,-8.878
452,4,-11.482,-21.744,-3.279,-9.926,0.001,0.004,-50.54,-77.59,1.976,2.65
453,1,-14.184,-27.011,-5.196,-13.587,0.127,0.177,-37.315,-61.142,6.456,9.008
453,5,-11.332,-21.519,-3.363,-9.836,0.068,0.114,-53.008,-80.956,-1.412,-1.962
454,1,-14.211,-27.033,-5.33,-13.727,-0.026,-0.022,-42.667,-68.65,-5.352,-7.508
454,4,-11.529,-21.791,-3.262,-9.944,-0.047,-0.047,-54.439,-83.071,-3.899,-5.482
455,1,-14.272,-27.134,-5.174,-13.605,-0.061,-0.1,-42.556,-68.568,0.111,0.082
455,5,-11.218,-21.323,-3.099,-9.55,0.114,0.196,-49.694,-76.135,3.315,4.822
456,1,-14.341,-27.216,-5.33,-13.727,-0.069,-0.083,-42.725,-68.699,-0.169,-0.131
456,4,-11.546,-21.8,-3.329,-9.872,-0.016,-0.009,-55.839,-85.025,-1.4,-1.953
457,1,-15.003,-28.033,-4.881,-13.12,-0.662,-0.817,-41.274,-66.483,1.451,2.216
457,4,-11.685,-22.031,-3.377,-10.016,-0.14,-0.23,-56.2,-85.687,-0.361,-0.662
458,4,-11.779,-22.167,-3.502,-10.079,-0.094,-0.136,-55.865,-85.086,0.335,0.601
458,1,-15.403,-28.559,-4.86,-13.138,-0.4,-0.526,-42.552,-68.424,-1.278,-1.941
459,1,-14.495,-27.444,-5.217,-13.569,0.908,1.115,-39.214,-63.879,3.338,4.545
459,4,-11.702,-22.065,-3.419,-9.971,0.077,0.102,-57.458,-87.343,-1.593,-2.257
460,1,-14.824,-27.885,-5.228,-13.56,-0.329,-0.44,-43.848,-70.168,-4.634,-6.289
460,4,-11.69,-22.038,-3.436,-9.953,0.012,0.027,-56.57,-86.062,0.887,1.281
461,1,-14.63,-27.642,-5.174,-13.605,0.194,0.243,-42.921,-68.865,0.927,1.302
461,4,-11.516,-21.793,-3.321,-9.881,0.174,0.246,-55.706,-84.807,0.865,1.255
462,1,-14.214,-27.059,-5.207,-13.578,0.416,0.583,-39.247,-63.93,3.674,4.935
462,4,-11.441,-21.69,-3.304,-9.899,0.074,0.103,-54.936,-83.826,0.769,0.981
463,1,-14.277,-27.15,-5.217,-13.569,-0.063,-0.091,-45.958,-73.344,-6.711,-9.414
463,4,-11.356,-21.564,-3.337,-9.863,0.085,0.126,-47.532,-73.175,7.405,10.65
464,4,-11.382,-21.592,-3.346,-9.854,-0.026,-0.028,-45.804,-70.662,1.727,2.513
464,1,-14.757,-27.747,-4.902,-13.102,-0.48,-0.597,-56.828,-89.496,-10.87,-16.152
465,4,-11.479,-21.75,-3.279,-9.926,-0.097,-0.158,-55.738,-84.922,-9.933,-14.26
465,1,-14.349,-27.19,-4.766,-12.981,0.408,0.556,-56.961,-89.714,-0.133,-0.218
466,1,-14.319,-27.141,-4.977,-13.279,0.03,0.05,-40.186,-64.751,16.775,24.963
466,5,-11.265,-21.449,-3.337,-9.863,-0.047,-0.125,-53.889,-82.232,-4.195,-6.097
467,1,-14.595,-27.568,-5.075,-13.441,-0.275,-0.427,-55.354,-87.327,-15.168,-22.576
467,5,-11.349,-21.562,-3.337,-9.863,-0.084,-0.114,-50.957,-78.083,2.932,4.149
468,1,-14.5,-27.391,-4.871,-13.129,0.095,0.177,-41.033,-65.966,14.321,21.361
468,5,-11.293,-21.471,-3.207,-9.811,0.057,0.091,-51.419,-78.842,-0.462,-0.76
469,1,-14.215,-27.054,-5.228,-13.56,0.285,0.337,-39.346,-63.988,1.687,1.978
469,4,-11.519,-21.79,-3.346,-9.854,-0.04,-0.04,-50.158,-76.971,5.58,7.951
470,1,-14.329,-27.201,-5.075,-13.441,-0.114,-0.147,-39.343,-64.008,0.003,-0.02
470,5,-11.385,-21.596,-3.24,-9.775,-0.093,-0.125,-48.894,-75.113,2.524,3.73
471,1,-14.208,-27.041,-5.196,-13.587,0.122,0.159,-38.402,-62.593,0.94,1.415
471,5,-11.315,-21.501,-3.346,-9.854,0.07,0.095,-43.563,-67.625,5.331,7.488
472,1,-14.24,-27.08,-5.217,-13.569,-0.033,-0.039,-38.279,-62.44,0.124,0.152
472,5,-11.267,-21.437,-3.346,-9.854,0.048,0.064,-48.762,-74.969,-5.199,-7.344
473,1,-14.377,-27.205,-5.009,-13.252,-0.137,-0.125,-39.644,-63.932,-1.366,-1.492
473,5,-11.06,-21.159,-3.321,-9.881,0.207,0.278,-46.308,-71.455,2.455,3.514
474,1,-14.282,-27.075,-4.988,-13.27,0.095,0.13,-38.467,-62.24,1.178,1.693
474,5,-11.16,-21.294,-3.337,-9.863,-0.099,-0.135,-48.052,-74.079,-1.744,-2.624
475,1,-14.698,-27.641,-4.871,-13.129,-0.416,-0.567,-36.466,-59.377,2.0,2.863
475,5,-11.078,-21.172,-3.257,-9.757,0.082,0.122,-46.211,-71.269,1.841,2.81
476,1,-14.229,-27.079,-5.217,-13.569,0.469,0.562,-39.218,-63.925,-2.752,-4.548
476,5,-11.076,-21.174,-3.091,-9.559,0.001,-0.002,-44.898,-69.498,1.313,1.772
477,1,-14.147,-26.955,-5.086,-13.432,0.083,0.124,-44.611,-71.465,-5.393,-7.54
477,5,-11.198,-21.335,-3.337,-9.863,-0.122,-0.161,-45.113,-69.692,-0.216,-0.195
478,5,-11.366,-21.577,-3.249,-9.766,-0.168,-0.242,-42.823,-66.411,2.29,3.281
478,1,-14.475,-27.343,-4.871,-13.129,-0.329,-0.388,-39.284,-63.506,5.327,7.959
479,1,-14.278,-27.15,-5.075,-13.441,0.197,0.193,-38.334,-62.509,0.951,0.997
479,5,-11.298,-21.484,-3.346,-9.854,0.069,0.093,-48.081,-73.947,-5.258,-7.536
480,1,-14.144,-26.966,-5.086,-13.432,0.134,0.183,-38.953,-63.633,-0.619,-1.124
480,5,-11.137,-21.251,-3.186,-9.644,0.161,0.233,-44.526,-68.869,3.555,5.078
481,4,-11.348,-21.54,-3.346,-9.854,0.171,0.25,-49.125,-75.473,1.033,1.498
481,1,-14.689,-27.665,-4.977,-13.279,-0.544,-0.699,-37.783,-61.236,1.17,2.397
482,4,-11.284,-21.453,-3.337,-9.863,0.063,0.087,-51.001,-78.132,-1.876,-2.659
482,1,-14.595,-27.534,-4.977,-13.279,0.093,0.131,-37.427,-60.726,0.356,0.51
483,1,-14.25,-27.101,-5.33,-13.727,0.345,0.433,-37.034,-60.545,0.393,0.181
483,4,-11.221,-21.386,-3.337,-9.863,0.063,0.068,-57.592,-87.525,-6.591,-9.393
484,1,-14.344,-27.232,-5.319,-13.736,-0.093,-0.131,-37.545,-61.326,-0.51,-0.781
484,4,-11.246,-21.41,-3.419,-9.971,-0.024,-0.024,-52.162,-79.898,5.431,7.628
485,1,-14.581,-27.535,-5.286,-13.763,-0.237,-0.303,-41.964,-67.564,-4.42,-6.238
485,5,-11.088,-21.181,-3.329,-9.872,0.048,0.07,-54.516,-83.133,-9.99,-14.264
486,1,-14.655,-27.648,-5.286,-13.763,-0.075,-0.113,-44.251,-70.813,-2.287,-3.249
486,4,-11.265,-21.438,-3.402,-9.989,-0.019,-0.028,-61.541,-93.133,-9.38,-13.235
487,1,-14.648,-27.64,-5.33,-13.727,0.007,0.008,-44.056,-70.498,0.195,0.315
487,4,-11.448,-21.716,-3.402,-9.989,-0.184,-0.278,-55.149,-84.052,6.392,9.081
488,1,-14.62,-27.615,-5.185,-13.596,0.029,0.025,-44.241,-70.776,-0.185,-0.277
488,4,-11.351,-21.564,-3.295,-9.908,0.097,0.152,-53.374,-81.494,1.775,2.558
489,1,-14.699,-27.741,-5.319,-13.736,-0.08,-0.127,-44.88,-71.837,-0.639,-1.061
489,4,-11.408,-21.644,-3.254,-9.953,-0.057,-0.08,-55.939,-85.214,-2.565,-3.72
490,1,-14.423,-27.369,-5.33,-13.727,0.276,0.373,-39.468,-64.138,5.412,7.699
490,4,-11.479,-21.753,-3.262,-9.944,-0.071,-0.109,-52.337,-80.133,3.603,5.081
491,1,-14.233,-27.087,-5.207,-13.578,0.191,0.282,-39.276,-63.937,0.192,0.201
491,4,-11.539,-21.842,-3.411,-9.98,-0.06,-0.089,-54.534,-83.243,-2.198,-3.11
492,1,-14.31,-27.21,-5.33,-13.727,-0.077,-0.123,-39.403,-64.082,-0.127,-0.145
492,4,-11.379,-21.612,-3.419,-9.971,0.161,0.23,-57.358,-87.268,-2.824,-4.025
493,4,-11.476,-21.756,-3.262,-9.944,-0.097,-0.144,-51.955,-79.626,5.403,7.641
493,1,-14.713,-27.633,-4.86,-13.138,-0.403,-0.423,-39.632,-64.082,-0.229,-0.001
494,4,-11.549,-21.848,-3.377,-10.016,-0.073,-0.093,-60.414,-91.675,-8.459,-12.049
494,1,-14.902,-27.936,-4.988,-13.27,-0.189,-0.302,-41.898,-67.201,-2.266,-3.118
495,4,-11.682,-22.033,-3.343,-10.052,-0.134,-0.185,-55.271,-84.396,5.143,7.279
495,1,-14.572,-27.523,-4.86,-13.138,0.33,0.413,-53.834,-84.916,-11.936,-17.715
496,1,-14.512,-27.394,-4.998,-13.261,0.061,0.129,-39.37,-63.727,14.464,21.188
496,4,-11.608,-21.925,-3.368,-10.025,0.074,0.108,-54.457,-83.104,0.814,1.291
497,4,-11.716,-22.083,-3.351,-10.043,-0.108,-0.158,-55.068,-83.995,-0.611,-0.89
497,1,-14.535,-27.486,-4.86,-13.138,-0.023,-0.092,-53.44,-84.329,-14.07,-20.601
498,1,-14.778,-27.718,-4.998,-13.261,-0.243,-0.232,-40.645,-65.343,12.796,18.986
498,4,-11.534,-21.833,-3.411,-9.98,0.182,0.25,-54.426,-82.86,0.642,1.135
499,1,-14.85,-27.907,-4.967,-13.288,-0.072,-0.188,-53.395,-84.288,-12.75,-18.945
499,4,-11.299,-21.497,-3.075,-9.577,0.235,0.336,-41.632,-64.833,12.794,18.027
500,1,-14.886,-27.967,-4.967,-13.288,-0.036,-0.06,-52.19,-82.554,1.205,1.734
500,4,-11.403,-21.628,-3.36,-10.034,-0.104,-0.131,-53.328,-81.437,-11.696,-16.604
501,1,-14.401,-27.339,-5.33,-13.727,0.485,0.628,-40.342,-65.47,11.848,17.084
501,4,-11.722,-22.089,-3.569,-10.208,-0.319,-0.461,-54.931,-83.833,-1.603,-2.397
502,1,-14.519,-27.502,-5.33,-13.727,-0.117,-0.163,-38.655,-62.949,1.686,2.52
502,4,-11.673,-22.015,-3.569,-10.208,0.049,0.074,-55.152,-84.131,-0.222,-0.298
503,1,-14.456,-27.417,-5.185,-13.596,0.063,0.085,-38.503,-62.754,0.152,0.196
503,4,-11.816,-22.218,-3.45,-10.134,-0.143,-0.203,-55.216,-84.179,-0.063,-0.048
504,1,-15.708,-28.811,-5.402,-13.414,-1.252,-1.394,-33.066,-54.586,5.437,8.167
504,4,-11.697,-22.042,-3.543,-10.235,0.119,0.176,-53.31,-81.403,1.906,2.775
505,1,-15.456,-28.447,-5.3,-13.25,0.252,0.364,-30.073,-50.181,2.993,4.405
505,4,-11.415,-21.645,-3.351,-10.043,0.281,0.396,-52.497,-80.26,0.812,1.143
506,4,-11.383,-21.606,-3.36,-10.034,0.032,0.039,-46.929,-72.233,5.569,8.027
506,1,-15.144,-28.284,-4.881,-13.12,0.312,0.163,-51.842,-81.967,-21.769,-31.786
507,4,-11.263,-21.427,-3.402,-9.989,0.12,0.18,-49.713,-76.195,-2.784,-3.962
507,1,-15.411,-28.644,-4.871,-13.129,-0.267,-0.36,-47.934,-76.236,3.908,5.731
508,1,-15.361,-28.582,-4.871,-13.129,0.05,0.062,-52.645,-83.379,-4.711,-7.143
508,4,-11.372,-21.574,-3.368,-10.025,-0.109,-0.147,-49.577,-76.081,0.136,0.114
509,1,-15.149,-28.285,-4.871,-13.129,0.212,0.297,-55.029,-86.726,-2.384,-3.348
509,4,-11.294,-21.468,-3.519,-10.061,0.078,0.105,-44.5,-68.96,5.077,7.122
510,4,-11.295,-21.451,-3.419,-9.971,-0.0,0.017,-50.587,-77.372,-6.087,-8.412
510,1,-15.069,-28.172,-4.766,-12.981,0.08,0.113,-58.733,-92.208,-3.704,-5.482
511,4,-11.367,-21.587,-3.485,-10.098,-0.073,-0.135,-48.092,-73.975,2.495,3.397
511,1,-14.721,-27.722,-4.871,-13.129,0.348,0.451,-60.079,-94.14,-1.346,-1.932
512,1,-14.131,-26.911,-4.86,-13.138,0.591,0.81,-39.948,-64.44,20.131,29.7
512,4,-11.276,-21.469,-3.394,-9.998,0.092,0.118,-49.24,-75.651,-1.149,-1.676
513,1,-14.276,-27.096,-4.977,-13.279,-0.145,-0.185,-40.172,-64.748,-0.225,-0.308
513,4,-11.369,-21.595,-3.419,-9.971,-0.093,-0.126,-53.294,-81.336,-4.053,-5.685
514,1,-14.534,-27.447,-4.988,-13.27,-0.258,-0.351,-40.886,-65.866,-0.714,-1.119
514,4,-11.337,-21.549,-3.502,-10.079,0.032,0.046,-52.269,-79.948,1.024,1.388
515,1,-14.241,-27.074,-4.977,-13.279,0.293,0.374,-41.644,-66.918,-0.758,-1.051
515,4,-11.123,-21.263,-3.511,-10.07,0.213,0.286,-43.942,-68.015,8.328,11.933
516,4,-11.411,-21.651,-3.385,-10.007,-0.287,-0.389,-50.628,-77.672,-6.687,-9.657
516,1,-14.657,-27.644,-4.871,-13.129,-0.416,-0.571,-58.373,-91.622,-16.729,-24.704
517,1,-14.29,-27.121,-4.977,-13.279,0.366,0.524,-38.905,-63.114,19.468,28.508
517,5,-11.021,-21.084,-3.377,-10.016,0.067,0.096,-47.032,-72.454,7.485,10.679
518,1,-14.417,-27.304,-4.977,-13.279,-0.127,-0.183,-39.446,-63.658,-0.54,-0.544
518,5,-11.129,-21.233,-3.337,-9.863,-0.107,-0.149,-53.69,-81.81,-6.659,-9.356
519,1,-14.326,-27.164,-5.086,-13.432,0.091,0.14,-38.687,-62.553,0.759,1.104
519,5,-10.983,-21.038,-3.368,-10.025,0.145,0.195,-52.59,-80.399,1.101,1.411
520,1,-14.199,-26.99,-4.967,-13.288,0.128,0.174,-38.861,-62.969,-0.174,-0.416
520,5,-11.006,-21.074,-3.402,-9.989,-0.023,-0.036,-52.529,-80.298,0.061,0.1
521,1,-14.33,-27.168,-5.086,-13.432,-0.131,-0.177,-39.324,-63.578,-0.463,-0.609
521,5,-11.199,-21.345,-3.343,-10.052,-0.193,-0.271,-53.657,-81.812,-1.129,-1.514
522,1,-14.566,-27.484,-4.977,-13.279,-0.237,-0.316,-37.644,-61.217,1.68,2.362
522,5,-10.823,-20.829,-3.419,-9.971,0.376,0.516,-46.299,-71.434,7.358,10.378
523,1,-14.776,-27.791,-5.086,-13.432,-0.21,-0.307,-40.031,-64.519,-2.387,-3.302
523,5,-10.89,-20.929,-3.351,-10.043,-0.067,-0.1,-48.79,-75.007,-2.491,-3.573
524,5,-10.918,-20.96,-3.428,-9.962,-0.028,-0.032,-44.819,-69.265,3.971,5.741
524,1,-15.173,-28.086,-5.086,-13.432,-0.397,-0.294,-29.291,-49.107,10.74,15.412
525,1,-14.664,-27.641,-5.096,-13.423,0.509,0.445,-40.677,-65.591,-11.386,-16.484
525,5,-10.838,-20.884,-3.145,-9.689,0.08,0.076,-38.131,-59.861,6.689,9.405
526,1,-14.852,-27.902,-4.977,-13.279,-0.188,-0.261,-40.844,-65.828,-0.167,-0.237
526,5,-11.119,-21.278,-3.232,-9.784,-0.281,-0.394,-47.547,-73.263,-9.416,-13.403
527,1,-15.154,-28.061,-5.189,-13.097,-0.302,-0.159,-28.166,-47.299,12.678,18.53
527,5,-10.826,-20.851,-3.502,-10.079,0.292,0.426,-48.86,-75.058,-1.313,-1.795
528,1,-14.892,-27.971,-4.998,-13.261,0.262,0.089,-47.943,-76.266,-19.777,-28.968
528,5,-10.841,-20.87,-3.411,-9.98,-0.015,-0.018,-48.369,-74.501,0.49,0.557
529,1,-15.414,-28.489,-5.217,-13.569,-0.522,-0.518,-35.697,-58.57,12.246,17.696
529,5,-10.869,-20.868,-3.436,-9.953,-0.028,0.002,-48.011,-73.888,0.358,0.613
530,5,-10.678,-20.588,-3.191,-9.829,0.191,0.28,-48.608,-74.773,-0.596,-0.885
530,1,-14.691,-27.62,-4.988,-13.27,0.723,0.869,-37.775,-61.405,-2.078,-2.835
531,1,-14.666,-27.609,-4.977,-13.279,0.025,0.011,-38.34,-62.14,-0.565,-0.735
531,5,-10.683,-20.614,-3.265,-9.748,-0.005,-0.026,-39.943,-62.318,8.665,12.455
532,5,-10.559,-20.439,-3.215,-9.802,0.125,0.176,-38.532,-60.404,1.411,1.914
532,1,-14.602,-27.506,-4.988,-13.27,0.064,0.103,-37.486,-60.873,0.854,1.267
533,1,-14.62,-27.579,-4.977,-13.279,-0.018,-0.074,-37.582,-60.972,-0.096,-0.1
533,4,-11.025,-21.081,-3.295,-9.908,0.386,0.57,-59.208,-89.962,-8.579,-12.29
534,1,-14.887,-27.935,-4.977,-13.279,-0.266,-0.356,-36.258,-59.0,1.324,1.972
534,4,-10.974,-20.995,-3.128,-9.707,0.05,0.086,-50.508,-77.581,8.7,12.38
535,1,-15.121,-28.239,-4.988,-13.27,-0.234,-0.304,-36.147,-58.783,0.11,0.218
535,4,-10.987,-21.029,-3.12,-9.715,-0.013,-0.034,-51.979,-79.661,-1.471,-2.08
536,1,-15.17,-28.324,-4.988,-13.27,-0.05,-0.085,-37.669,-61.012,-1.522,-2.23
536,4,-10.852,-20.823,-3.265,-9.748,0.136,0.206,-47.416,-73.151,4.563,6.51
537,1,-16.605,-30.322,-5.022,-13.486,-1.434,-1.998,-49.381,-77.921,-11.711,-16.909
537,4,-11.045,-21.114,-2.906,-9.392,-0.193,-0.291,-59.265,-89.732,-11.849,-16.582
538,1,-14.516,-27.406,-4.881,-13.12,2.089,2.916,-37.797,-61.407,11.583,16.515
538,4,-11.044,-21.1,-3.24,-9.775,0.001,0.014,-47.78,-73.605,11.485,16.127
539,1,-14.438,-27.309,-4.871,-13.129,0.078,0.097,-39.186,-63.429,-1.389,-2.022
539,4,-11.119,-21.223,-2.982,-9.493,-0.076,-0.124,-49.598,-75.968,-1.818,-2.363
540,1,-14.712,-27.645,-4.988,-13.27,-0.274,-0.336,-36.42,-59.311,2.766,4.117
540,5,-10.728,-20.663,-3.207,-9.811,-0.169,-0.224,-45.195,-69.961,-6.664,-9.557
541,1,-16.105,-29.53,-5.022,-13.486,-1.393,-1.885,-27.735,-46.855,8.685,12.456
541,5,-11.119,-21.223,-3.428,-9.962,-0.392,-0.56,-48.536,-74.654,-3.341,-4.693
542,5,-11.019,-21.076,-3.287,-9.917,0.1,0.147,-47.914,-73.794,0.622,0.86
542,1,-14.273,-27.026,-4.891,-13.111,1.833,2.504,-34.733,-56.926,-6.998,-10.071
543,1,-14.685,-27.619,-4.786,-12.963,-0.412,-0.593,-49.38,-78.259,-14.647,-21.333
543,5,-10.912,-20.921,-3.178,-9.653,0.107,0.155,-48.287,-74.376,-0.373,-0.582
544,1,-14.163,-26.886,-4.891,-13.111,0.522,0.733,-36.109,-58.865,13.271,19.395
544,5,-10.986,-21.03,-3.207,-9.811,-0.074,-0.109,-47.647,-73.487,0.64,0.889
545,1,-14.193,-26.931,-4.881,-13.12,-0.03,-0.045,-35.569,-57.994,0.54,0.87
545,5,-10.984,-21.026,-3.199,-9.82,0.002,0.004,-46.46,-71.796,1.186,1.691
546,1,-14.31,-27.112,-4.988,-13.27,-0.118,-0.181,-35.415,-57.781,0.154,0.213
546,5,-10.823,-20.804,-3.337,-9.863,0.162,0.222,-41.935,-65.292,4.525,6.505
547,1,-16.119,-29.518,-5.142,-13.632,-1.809,-2.406,-34.016,-56.148,1.399,1.633
547,5,-10.897,-20.901,-3.304,-9.899,-0.075,-0.096,-45.232,-69.934,-3.297,-4.643
548,5,-10.795,-20.756,-3.224,-9.793,0.102,0.145,-42.589,-66.213,2.643,3.722
548,1,-14.784,-27.73,-4.988,-13.27,1.335,1.788,-35.658,-58.271,-1.641,-2.123
549,1,-14.496,-27.353,-5.096,-13.423,0.288,0.377,-35.717,-58.339,-0.059,-0.069
549,5,-10.927,-20.957,-3.419,-9.971,-0.132,-0.201,-48.011,-73.88,-5.422,-7.667
550,1,-15.578,-28.706,-5.391,-13.423,-1.082,-1.353,-28.613,-48.005,7.104,10.334
550,4,-11.139,-21.25,-3.287,-9.917,-0.02,-0.027,-46.974,-72.39,2.624,3.579
551,1,-14.777,-27.808,-5.217,-13.569,0.801,0.898,-43.757,-70.113,-15.144,-22.108
551,5,-11.128,-21.223,-3.295,-9.908,-0.2,-0.266,-46.697,-72.06,1.314,1.82
552,1,-14.064,-26.775,-4.977,-13.279,0.713,1.032,-34.323,-56.339,9.435,13.775
552,5,-11.112,-21.229,-3.428,-9.962,0.016,-0.007,-47.415,-72.995,-0.718,-0.935
553,5,-10.916,-20.94,-3.287,-9.917,0.196,0.289,-48.501,-74.643,-1.086,-1.648
553,1,-14.246,-27.108,-5.107,-13.414,-0.181,-0.333,-41.218,-66.863,-6.895,-10.524
554,5,-10.684,-20.616,-3.329,-9.872,0.232,0.325,-42.346,-65.935,6.156,8.708
554,1,-14.578,-27.465,-4.998,-13.261,-0.332,-0.357,-34.718,-56.933,6.499,9.93
555,5,-10.757,-20.723,-3.363,-9.836,-0.073,-0.107,-43.16,-67.016,-0.814,-1.08
555,1,-14.631,-27.557,-5.096,-13.423,-0.053,-0.092,-35.896,-58.63,-1.178,-1.697
556,1,-14.656,-27.586,-5.096,-13.423,-0.025,-0.029,-34.743,-56.876,1.154,1.754
556,5,-10.605,-20.524,-3.224,-9.793,0.152,0.199,-42.437,-66.03,0.723,0.985
557,5,-10.401,-20.253,-3.257,-9.757,0.204,0.27,-39.145,-61.295,3.291,4.736
557,1,-14.915,-27.984,-4.967,-13.288,-0.259,-0.398,-34.834,-57.124,-0.091,-0.248
558,5,-10.429,-20.283,-3.207,-9.811,-0.028,-0.029,-40.058,-62.659,-0.913,-1.364
558,1,-15.112,-28.233,-4.977,-13.279,-0.197,-0.249,-33.392,-54.886,1.442,2.238
559,1,-15.578,-28.876,-5.174,-13.605,-0.466,-0.643,-38.407,-62.184,-5.015,-7.298
559,5,-10.831,-20.862,-3.428,-9.962,-0.402,-0.579,-47.214,-72.848,-7.156,-10.188
560,5,-11.044,-21.184,-3.485,-10.098,-0.212,-0.322,-38.128,-59.934,9.086,12.914
560,1,-15.177,-28.447,-5.064,-13.45,0.401,0.429,-41.916,-67.31,-3.509,-5.125
561,4,-11.161,-21.326,-3.411,-9.98,-0.023,-0.076,-52.599,-80.614,-5.625,-8.224
561,1,-14.686,-27.748,-5.064,-13.45,0.491,0.699,-41.752,-67.176,0.164,0.133
562,5,-10.882,-20.927,-3.215,-9.802,0.162,0.256,-45.709,-70.811,-7.581,-10.877
562,1,-13.937,-26.703,-5.086,-13.432,0.749,1.046,-35.378,-58.384,6.375,8.792
563,5,-10.51,-20.39,-3.257,-9.757,0.371,0.537,-41.704,-65.112,4.005,5.699
563,1,-14.718,-27.688,-5.174,-13.605,-0.782,-0.985,-35.104,-57.46,0.273,0.924
564,1,-14.047,-26.833,-5.043,-13.468,0.672,0.855,-38.562,-62.512,-3.458,-5.051
564,5,-10.668,-20.648,-3.493,-10.089,-0.157,-0.257,-39.339,-61.65,2.365,3.462
565,5,-10.895,-20.978,-3.12,-9.715,-0.228,-0.33,-42.558,-66.192,-3.219,-4.542
565,1,-13.806,-26.528,-5.196,-13.587,0.241,0.305,-31.473,-52.393,7.088,10.119
566,5,-10.442,-20.321,-3.287,-9.917,0.453,0.657,-34.779,-55.202,7.779,10.99
566,1,-13.572,-26.203,-5.164,-13.614,0.234,0.326,-33.922,-56.199,-2.448,-3.806
567,1,-14.518,-27.541,-5.064,-13.45,-0.946,-1.338,-41.955,-67.46,-8.033,-11.26
567,4,-10.856,-20.988,-3.636,-10.338,0.305,0.338,-32.415,-52.119,20.184,28.495
568,4,-10.807,-20.936,-3.433,-10.152,0.049,0.052,-37.411,-59.22,-4.995,-7.101
568,1,-13.643,-26.299,-4.946,-13.306,0.875,1.242,-38.026,-61.877,3.928,5.583
569,4,-10.842,-21.061,-3.575,-10.402,-0.035,-0.125,-33.813,-54.164,3.598,5.055
569,1,-14.454,-27.424,-5.054,-13.459,-0.811,-1.125,-35.524,-58.199,2.502,3.678
570,4,-11.093,-21.426,-3.482,-10.298,-0.251,-0.365,-36.586,-58.118,-2.773,-3.953
570,1,-14.527,-27.589,-5.033,-13.477,-0.073,-0.166,-60.571,-95.188,-25.048,-36.989
571,1,-13.813,-26.578,-5.275,-13.772,0.713,1.012,-29.957,-50.212,30.614,44.976
571,4,-11.329,-21.736,-3.456,-10.325,-0.236,-0.309,-38.812,-61.168,-2.226,-3.05
572,4,-11.457,-21.934,-3.301,-10.096,-0.128,-0.198,-43.571,-68.101,-4.758,-6.933
572,1,-14.43,-27.499,-5.142,-13.632,-0.617,-0.921,-56.999,-89.832,-27.041,-39.621
573,4,-11.954,-22.656,-3.566,-10.411,-0.497,-0.722,-50.864,-78.482,-7.294,-10.381
573,1,-13.781,-26.546,-5.243,-13.799,0.649,0.952,-28.42,-47.515,28.579,42.317
574,4,-11.883,-22.642,-3.497,-10.482,0.071,0.014,-47.622,-73.831,3.242,4.651
574,1,-13.817,-26.548,-5.232,-13.808,-0.035,-0.002,-30.214,-50.397,-1.794,-2.882
575,4,-11.646,-22.301,-3.531,-10.447,0.237,0.341,-43.321,-67.915,4.301,5.916
575,1,-13.426,-26.063,-5.232,-13.808,0.39,0.485,-24.038,-41.621,6.176,8.776
576,4,-12.313,-23.285,-3.59,-10.587,-0.667,-0.984,-46.446,-72.485,-3.125,-4.569
576,1,-12.957,-25.385,-5.11,-13.659,0.47,0.678,-27.942,-47.432,-3.905,-5.811
577,4,-12.17,-23.101,-3.505,-10.473,0.144,0.184,-49.858,-77.123,-3.413,-4.638
577,1,-13.333,-25.778,-5.253,-13.79,-0.377,-0.394,-27.695,-46.886,0.247,0.546
578,4,-12.186,-23.134,-3.667,-10.712,-0.016,-0.033,-50.001,-77.578,-0.143,-0.456
578,1,-13.002,-25.441,-5.243,-13.799,0.331,0.337,-27.322,-46.415,0.373,0.471
579,4,-12.66,-23.811,-3.658,-10.721,-0.475,-0.677,-48.144,-74.846,1.857,2.733
579,1,-12.967,-25.432,-5.21,-13.826,0.035,0.009,-27.587,-46.997,-0.265,-0.582
580,4,-12.588,-23.729,-3.573,-10.605,0.072,0.082,-62.876,-96.022,-14.732,-21.177
