frame,track_id,centroid_x_m,centroid_y_m,bottom_x_m,bottom_y_m,delta_x,delta_y,alt_cx_m,alt_cy_m,delta_alt_x,delta_alt_y
191,4,-10.771,-22.478,-6.337,-15.91,-0.344,-0.519,-16.162,-30.452,-1.55,-2.34
192,5,-10.55,-20.082,-2.301,-8.337,-0.613,-0.503,-32.355,-50.999,1.158,2.73
192,3,-9.359,-19.787,-5.016,-13.002,-0.448,-0.679,-14.162,-26.956,-0.73,-1.111
192,4,-10.5,-22.079,-6.644,-16.275,0.271,0.399,-14.434,-27.89,1.728,2.562
193,5,-10.853,-20.526,-2.361,-8.433,-0.304,-0.443,-35.566,-55.498,-3.211,-4.499
193,3,-9.071,-19.367,-4.899,-12.863,0.288,0.419,-14.743,-27.597,-0.581,-0.641
193,4,-10.562,-22.171,-6.349,-15.901,-0.061,-0.093,-14.915,-28.594,-0.481,-0.703
194,5,-10.32,-19.769,-2.514,-8.595,0.534,0.756,-38.618,-59.864,-3.052,-4.365
194,1,-14.168,-26.617,-4.342,-12.204,-1.115,-1.572,-41.298,-66.449,-9.13,-13.754
194,4,-10.087,-21.456,-6.52,-16.069,0.475,0.716,-13.145,-25.932,1.77,2.661
195,5,-10.244,-19.703,-2.499,-8.612,0.075,0.066,-32.165,-50.753,6.453,9.111
195,1,-13.724,-25.971,-4.246,-12.069,0.443,0.646,-37.014,-60.207,4.283,6.242
195,4,-9.975,-21.297,-6.362,-15.892,0.112,0.159,-12.915,-25.64,0.23,0.293
196,5,-9.961,-19.314,-2.712,-8.89,0.283,0.39,-30.148,-47.982,2.016,2.771
196,1,-13.752,-26.031,-4.48,-12.304,-0.028,-0.06,-41.234,-66.373,-4.22,-6.166
196,4,-9.85,-21.14,-6.194,-15.728,0.126,0.157,-12.267,-24.732,0.648,0.907
197,5,-9.745,-19.005,-2.617,-8.822,0.216,0.308,-28.79,-46.151,1.358,1.83
197,1,-14.201,-26.718,-4.57,-12.452,-0.449,-0.687,-44.983,-71.958,-3.749,-5.585
197,4,-9.782,-21.038,-6.194,-15.728,0.067,0.102,-13.629,-26.745,-1.361,-2.013
198,5,-10.04,-19.44,-3.087,-9.377,-0.294,-0.435,-27.34,-44.113,1.45,2.039
198,1,-14.461,-27.109,-4.651,-12.611,-0.26,-0.391,-44.938,-71.918,0.045,0.041
198,4,-9.596,-20.758,-6.362,-15.892,0.186,0.28,-12.452,-24.966,1.177,1.779
199,5,-10.052,-19.498,-3.018,-9.268,-0.012,-0.058,-27.683,-44.698,-0.344,-0.585
199,1,-14.469,-27.128,-4.723,-12.781,-0.008,-0.019,-49.107,-77.95,-4.169,-6.033
199,4,-9.662,-20.877,-6.349,-15.901,-0.066,-0.119,-12.715,-25.403,-0.264,-0.437
200,3,-9.388,-18.553,-2.994,-9.295,-0.316,0.814,-27.226,-44.02,-12.484,-16.423
200,1,-14.69,-27.484,-4.933,-13.075,-0.221,-0.355,-42.31,-68.04,6.797,9.91
200,4,-9.796,-21.092,-6.458,-16.113,-0.134,-0.215,-12.55,-25.165,0.165,0.239
201,5,-10.091,-19.546,-2.97,-9.321,-0.039,-0.048,-32.631,-51.6,-4.948,-6.902
201,4,-11.171,-22.501,-4.858,-12.9,-1.375,-1.409,-16.774,-30.784,-4.224,-5.62
201,3,-9.579,-20.781,-6.555,-16.336,-0.191,-2.228,-12.093,-24.513,15.133,19.508
202,5,-11.372,-21.348,-3.07,-9.395,-1.281,-1.802,-34.622,-54.504,-1.991,-2.903
202,1,-15.155,-28.166,-5.04,-13.225,-0.465,-0.682,-46.82,-74.793,-4.51,-6.753
202,3,-9.253,-20.326,-6.433,-16.13,0.326,0.455,-11.012,-22.926,1.082,1.587
203,5,-10.765,-20.501,-2.754,-9.02,0.607,0.847,-33.959,-53.649,0.664,0.854
203,1,-15.0,-27.953,-4.923,-13.084,0.155,0.213,-42.321,-68.048,4.499,6.745
203,3,-9.274,-20.354,-6.42,-16.139,-0.021,-0.029,-11.211,-23.229,-0.199,-0.303
204,5,-10.524,-20.2,-2.91,-9.205,0.241,0.302,-32.755,-51.953,1.203,1.696
204,1,-14.436,-27.129,-4.817,-12.936,0.564,0.824,-41.649,-67.157,0.672,0.891
204,3,-9.276,-20.35,-6.555,-16.336,-0.002,0.004,-10.777,-22.568,0.434,0.661
205,5,-10.153,-19.675,-2.804,-9.143,0.371,0.524,-38.983,-60.755,-6.228,-8.802
205,1,-13.322,-25.668,-5.072,-13.198,1.115,1.461,-33.443,-55.04,8.206,12.117
205,3,-9.236,-20.293,-6.555,-16.336,0.04,0.058,-10.951,-22.832,-0.174,-0.264
206,5,-10.258,-19.808,-2.835,-9.107,-0.105,-0.133,-40.384,-62.706,-1.402,-1.95
206,1,-15.12,-28.127,-4.891,-13.111,-1.798,-2.459,-51.057,-80.832,-17.613,-25.792
206,3,-9.087,-20.098,-6.705,-16.529,0.148,0.195,-10.103,-21.569,0.848,1.263
207,5,-10.012,-19.485,-2.87,-9.249,0.246,0.323,-33.609,-53.017,6.775,9.689
207,1,-12.701,-24.806,-5.051,-13.216,2.418,3.32,-30.487,-50.669,20.569,30.163
207,4,-12.285,-23.457,-3.987,-11.015,-1.114,-0.956,-40.483,-64.789,-23.709,-34.005
207,3,-9.026,-20.023,-6.679,-16.546,0.062,0.075,-10.183,-21.704,-0.08,-0.135
208,5,-9.754,-19.116,-2.812,-9.134,0.257,0.369,-39.897,-62.074,-6.288,-9.057
208,1,-13.238,-25.527,-4.943,-13.066,-0.537,-0.721,-34.297,-56.255,-3.81,-5.586
208,4,-12.015,-23.007,-3.826,-10.757,0.27,0.45,-39.476,-63.152,1.007,1.637
208,3,-8.999,-20.002,-6.806,-16.76,0.027,0.022,-9.909,-21.321,0.274,0.383
209,5,-9.608,-18.936,-2.835,-9.107,0.146,0.18,-34.967,-55.129,4.93,6.945
209,1,-12.794,-24.933,-4.807,-12.945,0.443,0.594,-32.119,-53.103,2.179,3.152
209,4,-11.757,-22.623,-3.765,-10.613,0.258,0.385,-39.476,-63.287,-0.0,-0.135
209,3,-9.503,-20.745,-6.806,-16.76,-0.504,-0.743,-10.279,-21.872,-0.371,-0.551
210,5,-9.564,-18.876,-2.731,-9.046,0.044,0.06,-41.161,-63.899,-6.194,-8.77
210,1,-12.697,-24.844,-4.713,-12.79,0.098,0.09,-31.459,-52.58,0.659,0.523
210,4,-11.979,-22.969,-3.66,-10.515,-0.222,-0.346,-33.288,-54.26,6.189,9.028
211,1,-12.752,-24.918,-4.827,-12.927,-0.056,-0.074,-31.549,-52.693,-0.089,-0.113
211,5,-9.731,-19.128,-2.804,-9.143,-0.166,-0.251,-36.907,-58.017,4.254,5.882
211,4,-11.959,-22.952,-3.729,-10.649,0.02,0.017,-38.836,-62.479,-5.549,-8.219
212,5,-9.587,-18.969,-3.315,-9.694,0.144,0.158,-32.508,-51.705,4.399,6.313
212,1,-12.444,-24.465,-4.827,-12.927,0.309,0.453,-30.249,-50.781,1.3,1.911
213,5,-9.665,-19.087,-3.227,-9.599,-0.078,-0.117,-31.99,-50.969,0.518,0.736
213,1,-12.513,-24.555,-4.881,-13.12,-0.069,-0.091,-29.775,-50.136,0.474,0.645
214,5,-9.687,-19.109,-3.14,-9.505,-0.023,-0.023,-31.88,-50.882,0.11,0.087
214,1,-12.376,-24.374,-4.902,-13.102,0.137,0.181,-30.473,-51.146,-0.698,-1.01
215,5,-10.064,-19.618,-3.124,-9.523,-0.377,-0.509,-32.934,-52.347,-1.054,-1.466
215,1,-12.745,-24.901,-4.923,-13.084,-0.369,-0.527,-31.554,-52.735,-1.081,-1.589
216,5,-10.361,-20.04,-3.194,-9.635,-0.296,-0.422,-33.796,-53.689,-0.862,-1.342
216,1,-12.765,-24.914,-4.693,-12.808,-0.02,-0.013,-32.171,-53.302,-0.617,-0.567
217,1,-12.968,-25.238,-5.128,-13.396,-0.203,-0.325,-30.835,-51.664,1.336,1.638
217,5,-10.71,-20.541,-3.388,-9.809,-0.349,-0.501,-34.706,-54.9,-0.91,-1.21
218,1,-12.854,-25.079,-4.902,-13.102,0.114,0.16,-29.75,-50.043,1.085,1.621
218,5,-10.612,-20.428,-3.479,-9.907,0.097,0.113,-36.325,-57.202,-1.619,-2.302
219,5,-10.754,-20.627,-3.47,-9.916,-0.142,-0.199,-37.8,-59.223,-1.475,-2.022
219,1,-12.35,-24.355,-4.796,-12.954,0.504,0.724,-28.587,-48.31,1.162,1.733
220,5,-10.782,-20.672,-3.371,-9.827,-0.027,-0.045,-40.667,-63.45,-2.867,-4.227
220,1,-12.49,-24.566,-4.796,-12.954,-0.14,-0.212,-29.69,-49.959,-1.102,-1.649
221,5,-10.721,-20.615,-3.462,-9.925,0.06,0.057,-40.13,-62.681,0.536,0.77
221,1,-12.575,-24.687,-4.881,-13.12,-0.084,-0.12,-29.783,-50.075,-0.093,-0.116
222,1,-12.829,-25.065,-4.998,-13.261,-0.255,-0.378,-29.281,-49.284,0.502,0.791
222,5,-10.853,-20.808,-3.445,-9.943,-0.132,-0.194,-40.062,-62.625,0.068,0.056
223,1,-12.72,-24.89,-4.977,-13.279,0.109,0.175,-33.122,-54.652,-3.84,-5.368
223,5,-10.996,-21.012,-3.462,-9.925,-0.143,-0.203,-40.112,-62.642,-0.049,-0.017
224,1,-12.682,-24.843,-4.977,-13.279,0.038,0.047,-27.705,-47.001,5.416,7.651
224,5,-10.836,-20.785,-2.99,-9.484,0.16,0.226,-45.9,-70.905,-5.788,-8.263
225,1,-13.045,-25.344,-4.988,-13.27,-0.363,-0.501,-34.048,-55.943,-6.343,-8.942
225,5,-11.241,-21.357,-3.453,-9.934,-0.405,-0.572,-43.13,-66.912,2.769,3.993
226,1,-13.126,-25.455,-4.977,-13.279,-0.081,-0.111,-32.082,-53.095,1.966,2.849
226,5,-11.082,-21.152,-3.445,-9.943,0.16,0.205,-43.172,-67.056,-0.042,-0.144
227,1,-13.406,-25.843,-5.086,-13.432,-0.28,-0.388,-32.813,-54.111,-0.731,-1.017
227,5,-11.123,-21.217,-3.295,-9.908,-0.041,-0.065,-45.837,-70.942,-2.665,-3.886
228,1,-13.605,-26.159,-5.185,-13.596,-0.199,-0.317,-39.95,-64.626,-7.137,-10.515
228,5,-11.117,-21.207,-3.265,-9.748,0.006,0.01,-46.654,-71.981,-0.818,-1.04
229,5,-11.116,-21.233,-3.112,-9.724,0.001,-0.026,-47.839,-73.692,-1.185,-1.711
229,1,-13.695,-26.284,-5.086,-13.432,-0.089,-0.125,-35.869,-58.628,4.081,5.998
230,5,-11.062,-21.155,-3.385,-10.007,0.054,0.078,-46.769,-72.162,1.071,1.53
230,1,-13.75,-26.426,-5.207,-13.578,-0.055,-0.142,-46.141,-74.156,-10.272,-15.528
231,5,-11.004,-21.076,-3.199,-9.82,0.058,0.079,-53.935,-82.381,-7.166,-10.218
231,1,-13.637,-26.277,-5.054,-13.459,0.113,0.149,-47.318,-75.968,-1.177,-1.812
232,1,-13.658,-26.301,-5.196,-13.587,-0.021,-0.025,-47.512,-76.183,-0.194,-0.216
232,5,-10.842,-20.856,-3.199,-9.82,0.162,0.22,-50.35,-77.174,3.585,5.207
233,1,-13.76,-26.419,-5.433,-13.896,-0.102,-0.117,-36.197,-59.542,11.315,16.641
233,5,-11.006,-21.039,-3.493,-10.089,-0.164,-0.184,-41.447,-64.576,8.903,12.598
234,1,-14.036,-26.806,-5.319,-13.736,-0.275,-0.388,-38.231,-62.485,-2.034,-2.943
234,5,-11.046,-21.099,-3.436,-9.953,-0.04,-0.06,-49.072,-75.5,-7.625,-10.924
235,1,-13.753,-26.399,-5.319,-13.736,0.283,0.408,-37.313,-61.126,0.918,1.359
235,5,-10.879,-20.866,-3.274,-9.739,0.166,0.233,-47.475,-73.166,1.597,2.334
236,1,-13.581,-26.153,-5.207,-13.578,0.171,0.246,-37.285,-61.087,0.028,0.039
236,5,-10.869,-20.847,-3.436,-9.953,0.01,0.019,-44.74,-69.217,2.735,3.949
237,1,-13.94,-26.672,-5.319,-13.736,-0.359,-0.519,-39.247,-63.965,-1.962,-2.878
237,5,-11.095,-21.157,-3.445,-9.943,-0.226,-0.309,-47.32,-72.913,-2.58,-3.696
238,1,-13.822,-26.507,-5.319,-13.736,0.119,0.165,-39.247,-63.965,0.0,0.0
238,5,-11.028,-21.086,-3.351,-10.043,0.068,0.07,-40.652,-63.274,6.668,9.638
239,1,-13.96,-26.697,-5.33,-13.727,-0.138,-0.19,-39.286,-64.014,-0.039,-0.049
239,5,-11.069,-21.145,-3.442,-10.143,-0.042,-0.058,-36.627,-57.756,4.025,5.518
240,1,-13.596,-26.183,-5.33,-13.727,0.364,0.514,-39.06,-63.798,0.226,0.216
240,5,-11.31,-21.496,-3.493,-10.089,-0.24,-0.352,-37.392,-58.598,-0.765,-0.842
241,1,-13.62,-26.167,-5.107,-13.414,-0.024,0.016,-36.711,-59.83,2.348,3.968
241,5,-11.041,-21.134,-3.433,-10.152,0.269,0.362,-42.011,-65.437,-4.619,-6.839
242,1,-13.756,-26.407,-5.319,-13.736,-0.135,-0.24,-40.118,-65.252,-3.406,-5.421
242,5,-10.906,-20.912,-3.257,-9.757,0.135,0.222,-47.334,-72.909,-5.323,-7.472
243,1,-13.473,-25.963,-4.967,-13.288,0.283,0.444,-38.252,-62.1,1.866,3.152
243,5,-11.02,-21.076,-3.191,-9.829,-0.114,-0.164,-46.762,-72.153,0.572,0.756
244,1,-13.284,-25.7,-4.998,-13.261,0.189,0.264,-38.073,-61.832,0.179,0.267
244,5,-11.079,-21.163,-3.402,-9.989,-0.059,-0.088,-43.864,-68.029,2.898,4.125
245,1,-13.439,-25.923,-4.967,-13.288,-0.155,-0.223,-38.04,-61.834,0.033,-0.002
245,5,-11.228,-21.376,-3.519,-10.061,-0.149,-0.213,-45.301,-70.155,-1.437,-2.127
246,1,-13.446,-25.944,-5.107,-13.414,-0.008,-0.021,-37.393,-60.86,0.646,0.974
246,5,-10.951,-20.994,-3.112,-9.724,0.277,0.382,-48.326,-74.453,-3.025,-4.298
247,1,-13.84,-26.543,-4.977,-13.279,-0.393,-0.599,-50.328,-80.376,-12.934,-19.516
247,5,-10.858,-20.864,-3.191,-9.829,0.092,0.13,-48.585,-74.8,-0.259,-0.346
248,1,-13.765,-26.436,-4.977,-13.279,0.075,0.107,-47.353,-75.953,2.975,4.423
248,5,-11.151,-21.282,-3.207,-9.811,-0.293,-0.417,-48.787,-75.135,-0.202,-0.335
249,1,-13.827,-26.526,-5.196,-13.587,-0.063,-0.09,-48.817,-78.187,-1.464,-2.234
249,5,-11.084,-21.171,-3.329,-9.872,0.067,0.11,-49.494,-76.148,-0.707,-1.013
250,1,-13.718,-26.363,-5.319,-13.736,0.11,0.163,-38.198,-62.433,10.618,15.754
250,5,-11.4,-21.645,-3.671,-10.302,-0.316,-0.474,-44.055,-68.346,5.439,7.801
251,1,-13.805,-26.492,-5.319,-13.736,-0.087,-0.129,-38.221,-62.432,-0.023,0.001
251,5,-11.118,-21.213,-3.215,-9.802,0.282,0.432,-48.633,-74.822,-4.577,-6.476
252,1,-13.878,-26.595,-5.308,-13.745,-0.073,-0.103,-39.244,-63.967,-1.023,-1.535
252,5,-11.277,-21.445,-3.428,-9.962,-0.159,-0.232,-50.908,-78.197,-2.275,-3.375
253,5,-11.025,-21.095,-3.191,-9.829,0.252,0.35,-47.477,-73.238,3.431,4.959
253,1,-13.503,-26.024,-4.967,-13.288,0.375,0.571,-38.04,-61.834,1.204,2.133
254,1,-13.571,-26.114,-4.967,-13.288,-0.068,-0.091,-36.939,-60.281,1.101,1.553
254,5,-11.022,-21.091,-3.215,-9.802,0.002,0.004,-48.134,-74.157,-0.656,-0.919
255,1,-13.499,-26.037,-4.988,-13.27,0.072,0.078,-37.338,-60.819,-0.4,-0.538
255,5,-11.059,-21.142,-3.257,-9.757,-0.037,-0.051,-48.978,-75.373,-0.844,-1.216
256,1,-13.423,-25.927,-4.988,-13.27,0.076,0.11,-37.161,-60.57,0.177,0.249
256,5,-10.783,-20.756,-3.099,-9.55,0.277,0.386,-50.351,-77.323,-1.374,-1.95
257,1,-13.457,-25.954,-4.988,-13.27,-0.034,-0.028,-36.253,-59.27,0.908,1.301
257,5,-10.779,-20.743,-3.05,-9.603,0.004,0.014,-47.791,-73.639,2.56,3.684
258,1,-13.622,-26.211,-4.988,-13.27,-0.165,-0.257,-37.645,-61.362,-1.393,-2.092
258,5,-11.065,-21.136,-3.178,-9.653,-0.286,-0.393,-50.799,-77.869,-3.007,-4.23
259,1,-13.705,-26.338,-5.096,-13.423,-0.082,-0.126,-39.792,-64.38,-2.147,-3.018
259,5,-11.024,-21.078,-3.128,-9.707,0.041,0.058,-47.811,-73.665,2.988,4.204
260,1,-13.624,-26.227,-5.096,-13.423,0.08,0.11,-38.368,-62.227,1.423,2.154
260,5,-10.898,-20.904,-3.136,-9.698,0.126,0.174,-47.7,-73.509,0.111,0.156
261,1,-13.586,-26.17,-5.096,-13.423,0.038,0.057,-38.232,-62.122,0.137,0.104
261,5,-10.852,-20.846,-3.161,-9.671,0.046,0.058,-46.724,-72.08,0.976,1.429
262,1,-13.68,-26.309,-5.096,-13.423,-0.094,-0.139,-33.929,-56.135,4.303,5.988
262,5,-10.726,-20.666,-3.136,-9.698,0.126,0.181,-45.467,-70.252,1.257,1.828
263,1,-13.646,-26.263,-4.977,-13.279,0.034,0.046,-39.564,-64.083,-5.636,-7.948
263,5,-10.759,-20.724,-3.12,-9.715,-0.033,-0.058,-47.622,-73.466,-2.155,-3.214
264,1,-13.93,-26.646,-4.967,-13.288,-0.284,-0.383,-38.598,-62.616,0.967,1.466
264,5,-10.673,-20.602,-3.257,-9.757,0.086,0.122,-44.754,-69.285,2.869,4.181
265,5,-10.922,-20.97,-3.257,-9.757,-0.249,-0.369,-50.878,-77.973,-6.124,-8.688
265,1,-14.055,-26.852,-4.988,-13.27,-0.125,-0.206,-50.365,-79.93,-11.767,-17.313
266,1,-13.808,-26.486,-4.86,-13.138,0.247,0.365,-39.255,-63.692,11.11,16.238
266,5,-11.003,-21.083,-3.346,-9.854,-0.082,-0.112,-47.957,-73.822,2.921,4.152
267,1,-14.188,-27.007,-4.967,-13.288,-0.379,-0.521,-41.387,-66.612,-2.133,-2.92
267,5,-10.948,-21.003,-3.224,-9.793,0.055,0.08,-47.895,-73.766,0.062,0.056
268,5,-11.124,-21.226,-3.265,-9.748,-0.175,-0.224,-51.414,-78.743,-3.518,-4.977
268,1,-14.359,-27.259,-4.967,-13.288,-0.171,-0.252,-51.814,-82.131,-10.427,-15.519
269,5,-11.073,-21.145,-3.257,-9.757,0.05,0.081,-48.464,-74.564,2.949,4.179
269,1,-14.163,-26.937,-4.977,-13.279,0.196,0.322,-39.977,-64.475,11.837,17.656
270,1,-14.225,-27.033,-4.967,-13.288,-0.062,-0.096,-41.587,-66.876,-1.61,-2.401
270,5,-11.062,-21.143,-3.12,-9.715,0.012,0.002,-48.676,-74.838,-0.211,-0.274
271,1,-14.073,-26.816,-4.977,-13.279,0.152,0.217,-40.661,-65.59,0.927,1.286
271,5,-11.026,-21.102,-3.24,-9.775,0.036,0.041,-58.242,-88.49,-9.566,-13.652
272,5,-11.148,-21.268,-3.312,-9.89,-0.122,-0.167,-59.847,-90.72,-1.605,-2.23
272,1,-14.215,-26.983,-4.881,-13.12,-0.142,-0.166,-41.343,-66.638,-0.683,-1.048
273,5,-11.071,-21.167,-3.419,-9.971,0.077,0.101,-50.41,-77.292,9.437,13.428
273,1,-14.111,-26.85,-4.998,-13.261,0.104,0.132,-39.557,-63.969,1.787,2.669
274,1,-13.961,-26.677,-4.967,-13.288,0.15,0.173,-38.739,-62.814,0.818,1.155
274,5,-11.206,-21.348,-3.385,-10.007,-0.135,-0.181,-53.873,-82.226,-3.464,-4.934
275,1,-13.599,-26.18,-4.967,-13.288,0.362,0.498,-38.164,-61.936,0.575,0.878
275,5,-11.194,-21.335,-3.394,-9.998,0.012,0.013,-55.769,-84.938,-1.896,-2.712
276,1,-13.586,-26.174,-4.967,-13.288,0.013,0.005,-37.47,-60.928,0.694,1.008
276,5,-11.145,-21.274,-3.411,-9.98,0.049,0.061,-50.68,-77.738,5.089,7.2
277,1,-13.644,-26.247,-4.85,-13.147,-0.058,-0.073,-38.719,-62.884,-1.249,-1.956
277,5,-11.323,-21.51,-3.428,-9.962,-0.178,-0.235,-55.587,-84.679,-4.906,-6.941
278,1,-13.674,-26.278,-4.988,-13.27,-0.03,-0.031,-38.182,-61.934,0.538,0.95
278,5,-11.202,-21.357,-3.368,-10.025,0.12,0.153,-46.712,-72.107,8.875,12.572
279,1,-13.712,-26.322,-4.86,-13.138,-0.038,-0.044,-38.809,-62.927,-0.627,-0.993
279,5,-11.214,-21.355,-3.436,-9.953,-0.011,0.002,-55.634,-84.71,-8.922,-12.603
280,1,-13.276,-25.71,-4.881,-13.12,0.436,0.613,-33.713,-55.885,5.096,7.042
280,5,-11.211,-21.36,-3.402,-9.989,0.003,-0.006,-50.156,-77.033,5.478,7.677
281,1,-13.238,-25.647,-4.891,-13.111,0.038,0.062,-39.06,-63.367,-5.347,-7.482
281,5,-11.249,-21.407,-3.312,-9.89,-0.038,-0.047,-55.046,-83.905,-4.891,-6.872
282,1,-13.408,-25.877,-5.009,-13.252,-0.17,-0.229,-37.93,-61.612,1.13,1.755
282,5,-11.449,-21.691,-3.468,-10.116,-0.199,-0.284,-51.487,-78.916,3.56,4.988
283,1,-13.481,-25.982,-4.891,-13.111,-0.074,-0.106,-39.272,-63.686,-1.343,-2.073
283,5,-10.983,-21.027,-3.279,-9.926,0.466,0.664,-50.411,-77.305,1.076,1.611
284,1,-13.464,-25.955,-4.891,-13.111,0.018,0.027,-34.705,-57.168,4.567,6.518
284,5,-11.175,-21.298,-3.586,-10.19,-0.192,-0.272,-47.853,-73.758,2.558,3.547
285,1,-13.618,-26.17,-4.86,-13.138,-0.155,-0.215,-38.631,-62.619,-3.926,-5.451
285,5,-11.052,-21.129,-3.287,-9.917,0.123,0.17,-52.526,-80.262,-4.673,-6.504
286,1,-13.81,-26.447,-4.86,-13.138,-0.192,-0.277,-41.361,-66.575,-2.73,-3.956
286,5,-11.127,-21.225,-3.419,-9.971,-0.075,-0.097,-48.531,-74.659,3.995,5.603
287,1,-13.784,-26.399,-4.998,-13.261,0.026,0.047,-40.52,-65.459,0.841,1.116
287,5,-11.307,-21.48,-3.534,-10.244,-0.179,-0.255,-46.601,-71.929,1.93,2.73
288,1,-13.892,-26.531,-4.998,-13.261,-0.108,-0.131,-38.897,-63.106,1.622,2.352
288,5,-11.184,-21.315,-3.459,-10.125,0.123,0.166,-48.662,-74.861,-2.06,-2.932
289,1,-13.897,-26.606,-5.33,-13.727,-0.005,-0.075,-37.108,-60.929,1.79,2.177
289,5,-11.443,-21.686,-3.368,-10.025,-0.259,-0.371,-50.62,-77.741,-1.958,-2.88
290,1,-13.853,-26.54,-5.319,-13.736,0.044,0.066,-36.52,-59.863,0.588,1.066
290,5,-11.414,-21.637,-3.493,-10.089,0.029,0.049,-51.675,-79.108,-1.055,-1.367
291,1,-14.251,-27.079,-5.444,-13.887,-0.398,-0.539,-36.622,-60.001,-0.103,-0.138
291,5,-11.288,-21.453,-3.419,-9.971,0.126,0.184,-51.009,-78.151,0.666,0.958
292,1,-14.722,-27.624,-5.075,-13.441,-0.471,-0.545,-39.578,-64.053,-2.955,-4.053
292,5,-11.353,-21.543,-3.428,-9.962,-0.065,-0.09,-51.992,-79.593,-0.983,-1.442
293,1,-14.955,-27.934,-5.075,-13.441,-0.232,-0.309,-38.842,-62.822,0.735,1.231
293,5,-11.428,-21.655,-3.312,-9.89,-0.075,-0.112,-52.631,-80.564,-0.639,-0.971
294,1,-14.045,-26.756,-5.075,-13.441,0.91,1.178,-36.885,-59.964,1.957,2.858
294,5,-11.536,-21.801,-3.36,-10.034,-0.108,-0.146,-55.58,-84.79,-2.95,-4.226
295,1,-14.538,-27.385,-5.096,-13.423,-0.494,-0.629,-37.707,-61.331,-0.822,-1.367
295,5,-11.374,-21.575,-3.368,-10.025,0.161,0.226,-52.057,-79.785,3.523,5.006
296,1,-14.501,-27.365,-5.096,-13.423,0.037,0.019,-37.977,-61.645,-0.27,-0.313
296,5,-11.401,-21.612,-3.428,-9.962,-0.026,-0.037,-50.171,-76.964,1.886,2.821
297,1,-14.008,-26.697,-4.967,-13.288,0.493,0.668,-36.858,-59.926,1.119,1.719
297,5,-11.494,-21.737,-3.368,-10.025,-0.093,-0.124,-50.156,-76.98,0.015,-0.016
298,1,-14.022,-26.73,-5.086,-13.432,-0.015,-0.033,-37.414,-60.869,-0.555,-0.943
298,5,-11.261,-21.417,-3.295,-9.908,0.232,0.32,-51.656,-79.249,-1.5,-2.269
299,1,-14.342,-27.133,-5.096,-13.423,-0.319,-0.403,-41.749,-67.104,-4.335,-6.235
299,5,-11.443,-21.675,-3.419,-9.971,-0.181,-0.258,-54.807,-83.656,-3.151,-4.407
300,1,-14.24,-27.018,-5.096,-13.423,0.102,0.115,-41.735,-67.101,0.014,0.003
300,5,-11.295,-21.456,-3.346,-9.854,0.147,0.218,-51.744,-79.334,3.063,4.322
301,5,-11.423,-21.645,-3.436,-9.953,-0.127,-0.188,-50.946,-78.076,0.798,1.258
301,1,-14.269,-27.041,-5.107,-13.414,-0.03,-0.023,-37.027,-60.195,4.709,6.906
302,5,-11.475,-21.71,-3.445,-9.943,-0.052,-0.065,-56.355,-85.77,-5.409,-7.694
302,1,-14.284,-27.071,-5.096,-13.423,-0.014,-0.03,-39.121,-63.273,-2.095,-3.078
303,1,-14.365,-27.195,-5.096,-13.423,-0.082,-0.123,-39.108,-63.27,0.013,0.003
303,5,-11.447,-21.671,-3.279,-9.926,0.028,0.039,-54.912,-83.774,1.443,1.996
304,5,-11.438,-21.653,-3.346,-9.854,0.009,0.017,-56.305,-85.714,-1.393,-1.94
304,1,-14.626,-27.549,-5.196,-13.587,-0.261,-0.354,-39.429,-63.809,-0.321,-0.539
305,1,-14.358,-27.195,-5.075,-13.441,0.268,0.354,-38.364,-62.181,1.065,1.629
305,5,-11.492,-21.737,-3.346,-9.854,-0.054,-0.084,-54.747,-83.518,1.558,2.196
306,1,-14.545,-27.37,-5.086,-13.432,-0.187,-0.175,-37.148,-60.428,1.216,1.752
306,5,-11.5,-21.752,-3.232,-9.784,-0.008,-0.016,-60.861,-92.173,-6.114,-8.655
307,5,-11.479,-21.725,-3.346,-9.854,0.021,0.028,-55.684,-84.832,5.177,7.342
307,1,-14.612,-27.495,-5.075,-13.441,-0.066,-0.125,-37.757,-61.297,-0.609,-0.869
308,5,-11.647,-21.952,-3.346,-9.854,-0.168,-0.227,-59.842,-90.795,-4.158,-5.964
308,1,-14.519,-27.395,-5.096,-13.423,0.093,0.1,-36.212,-59.121,1.545,2.177
309,5,-11.525,-21.78,-3.312,-9.89,0.122,0.171,-59.147,-89.793,0.695,1.002
309,1,-14.926,-27.99,-4.871,-13.129,-0.408,-0.595,-49.307,-78.224,-13.095,-19.104
310,1,-14.316,-27.199,-5.185,-13.596,0.611,0.791,-43.122,-69.272,6.186,8.952
310,5,-11.302,-21.474,-3.249,-9.766,0.223,0.306,-51.711,-79.102,7.437,10.691
311,5,-11.502,-21.749,-3.337,-9.863,-0.199,-0.275,-55.534,-84.662,-3.823,-5.561
311,1,-14.819,-27.793,-5.096,-13.423,-0.504,-0.594,-36.287,-59.156,6.834,10.116
312,1,-14.961,-27.988,-5.096,-13.423,-0.142,-0.195,-44.571,-71.401,-8.284,-12.245
312,5,-11.484,-21.722,-3.337,-9.863,0.018,0.028,-51.489,-78.847,4.044,5.815
313,1,-14.373,-27.251,-4.871,-13.129,0.588,0.737,-53.443,-84.327,-8.871,-12.926
